Health Status,Name,IP,OS,Protection,Last user,Last active,Group,Tamper protection
Healthy,GJWS-0840,10.27.4.193;,Windows 10 Enterprise,Intercept X Advanced,e009931,"Jun 1, 2023 9:32 AM",,On
Healthy,GJWS-0897,10.42.4.111;,Windows 10 Enterprise,Intercept X Advanced,e000428,"Jun 1, 2023 9:32 AM",,On
Healthy,GJWS-0950,10.33.4.109;,Windows 10 Enterprise,Intercept X Advanced,e004794,"Jun 1, 2023 9:32 AM",,On
Healthy,GJWS-0979,10.31.4.106;,Windows 10 Enterprise,Intercept X Advanced,e102683,"Jun 1, 2023 9:32 AM",,On
Healthy,GJWS-1559,10.33.37.31;,Windows 10 Enterprise,Intercept X Advanced,operator,"Jun 1, 2023 9:32 AM",,On
Healthy,GJWS-1625,10.51.4.175;,Windows 10 Enterprise,Intercept X Advanced,e019971,"Jun 1, 2023 9:32 AM",,On
Healthy,GJWS-4050,10.65.4.183;,Windows 10 Enterprise,Intercept X Advanced,e100906,"Jun 1, 2023 9:32 AM",,On
Healthy,GJDC01EWS-Lance,10.11.29.193;,Windows 10 Enterprise,Intercept X Advanced,e021380,"Jun 1, 2023 9:31 AM",,On
Healthy,GJLT-0392,192.168.0.4;10.243.8.201;,Windows 10 Enterprise,Intercept X Advanced,e102783,"Jun 1, 2023 9:31 AM",,On
Healthy,GJLT-0992,10.36.4.181;10.36.5.100;,Windows 10 Enterprise,Intercept X Advanced,e103634,"Jun 1, 2023 9:31 AM",,On
Healthy,GJLT-1164,192.168.0.11;10.243.8.218;,Windows 10 Enterprise,Intercept X Advanced,e101698,"Jun 1, 2023 9:31 AM",,On
Healthy,GJPC-0073,10.19.4.102;10.19.5.179;,Windows 10 Enterprise,Intercept X Advanced,e104216,"Jun 1, 2023 9:31 AM",,On
Healthy,GJWS-0930,10.34.4.186;,Windows 10 Enterprise,Intercept X Advanced,e023363,"Jun 1, 2023 9:31 AM",,On
Healthy,GJWS-1003,10.41.4.108;,Windows 10 Enterprise,Intercept X Advanced,e100897,"Jun 1, 2023 9:31 AM",,On
Healthy,GJWS-1047,10.25.4.177;,Windows 10 Enterprise,Intercept X Advanced,e017211,"Jun 1, 2023 9:31 AM",,On
Healthy,GJWS-1136,10.31.4.120;,Windows 10 Enterprise,Intercept X Advanced,e101479,"Jun 1, 2023 9:31 AM",,On
Healthy,GJWS-1633,10.59.4.175;,Windows 10 Enterprise,Intercept X Advanced,e000588,"Jun 1, 2023 9:31 AM",,On
Healthy,GJWS-4015,10.55.4.70;,Windows 10 Enterprise,Intercept X Advanced,c900013,"Jun 1, 2023 9:31 AM",,On
Healthy,GJWS-4041,10.65.4.102;,Windows 10 Enterprise,Intercept X Advanced,e020225,"Jun 1, 2023 9:31 AM",,On
Healthy,GJDC01EWS48R,192.168.39.107;,Windows 7 Enterprise Service Pack 1,Intercept X Advanced,svc_GJDC01EWS48R,"Jun 1, 2023 9:30 AM",,On
Healthy,GJLT-0465,10.56.4.190;,Windows 10 Enterprise,Intercept X Advanced,e103750,"Jun 1, 2023 9:30 AM",,On
Healthy,GJLT-0990,10.36.4.102;10.36.5.101;,Windows 10 Enterprise,Intercept X Advanced,e101286,"Jun 1, 2023 9:30 AM",,On
Healthy,GJLT-1024,10.43.5.103;,Windows 10 Enterprise,Intercept X Advanced,e103296,"Jun 1, 2023 9:30 AM",,On
Healthy,GJLT-1666,10.55.4.72;,Windows 10 Enterprise,Intercept X Advanced,e004884,"Jun 1, 2023 9:30 AM",,On
Healthy,GJPC-0345,10.64.5.107;10.50.226.175;,Windows 10 Enterprise,Intercept X Advanced,davids91,"Jun 1, 2023 9:30 AM",,On
Healthy,GJWS-1095,10.64.5.177;,Windows 10 Enterprise,Intercept X Advanced,e001542,"Jun 1, 2023 9:30 AM",,On
Healthy,GJWS-1681,10.51.5.107;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:30 AM",,On
Healthy,GJDC01TVW006,192.168.39.199;,Windows 10 Enterprise,Intercept X Advanced,ad-e102547,"Jun 1, 2023 9:29 AM",,On
Healthy,GJLT-0334,10.64.5.199;,Windows 10 Enterprise,Intercept X Advanced,e104244,"Jun 1, 2023 9:29 AM",,On
Healthy,GJLT-0404,10.54.4.192;10.54.5.152;,Windows 10 Enterprise,Intercept X Advanced,e103755,"Jun 1, 2023 9:29 AM",,On
Healthy,GJLT-1420,10.64.4.107;,Windows 10 Enterprise,Intercept X Advanced,e103178,"Jun 1, 2023 9:29 AM",,On
Healthy,GJPC-0071,10.19.4.178;10.19.5.109;,Windows 10 Enterprise,Intercept X Advanced,e102292,"Jun 1, 2023 9:29 AM",,On
Healthy,GJPC-0448,10.54.4.119;,Windows 10 Enterprise,Intercept X Advanced,e103429,"Jun 1, 2023 9:29 AM",,On
Healthy,GJPC-NG4mnhSe53,10.18.4.176;,Windows 10 Enterprise,Intercept X Advanced,e104048,"Jun 1, 2023 9:29 AM",,On
Healthy,GJWS-0541,10.33.37.25;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:29 AM",,On
Healthy,GJWS-0553,10.55.4.199;,Windows 10 Enterprise,Intercept X Advanced,e022188,"Jun 1, 2023 9:29 AM",,On
Healthy,GJWS-1005,10.41.4.102;,Windows 10 Enterprise,Intercept X Advanced,e104091,"Jun 1, 2023 9:29 AM",,On
Healthy,GJWS-1550,192.168.47.180;,Windows 10 Enterprise,Intercept X Advanced,e101678,"Jun 1, 2023 9:29 AM",,On
Healthy,GJWS-1594,172.24.36.64;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:29 AM",,On
Healthy,DESKTOP-EBI44BL,10.36.4.101;,Windows 10 Enterprise,Intercept X Advanced,e006920,"Jun 1, 2023 9:28 AM",,On
Healthy,GJDC00PV002,192.168.7.13;,Windows 7 Enterprise Service Pack 1,Intercept X Advanced,svc_presezzi,"Jun 1, 2023 9:28 AM",,On
Healthy,GJDC01VPC004,192.168.39.115;,Windows 10 Enterprise,Intercept X Advanced,rimini,"Jun 1, 2023 9:28 AM",,On
Healthy,GJLT-0720,10.35.5.185;,Windows 10 Enterprise,Intercept X Advanced,e104136,"Jun 1, 2023 9:28 AM",,On
Healthy,GJLT-0779,10.33.4.108;10.33.5.109;,Windows 10 Enterprise,Intercept X Advanced,e008360,"Jun 1, 2023 9:28 AM",,On
Healthy,GJLT-0785,10.54.4.158;10.54.5.123;,Windows 10 Enterprise,Intercept X Advanced,e104035,"Jun 1, 2023 9:28 AM",,On
Healthy,GJLT-0813,10.46.4.180;,Windows 10 Enterprise,Intercept X Advanced,e021076,"Jun 1, 2023 9:28 AM",,On
Healthy,GJLT-0853,10.25.4.175;,Windows 10 Enterprise,Intercept X Advanced,e019595,"Jun 1, 2023 9:28 AM",,On
Healthy,GJLT-1409,10.54.4.189;10.54.5.173;,Windows 11 Enterprise,Intercept X Advanced,e101622,"Jun 1, 2023 9:28 AM",,On
Healthy,GJWS-0490,10.55.4.170;,Windows 10 Enterprise,Intercept X Advanced,e102257,"Jun 1, 2023 9:28 AM",,On
Healthy,GJWS-0603,10.54.5.232;,Windows 10 Enterprise,Intercept X Advanced,svc_dashboard,"Jun 1, 2023 9:28 AM",,On
Healthy,GJWS-0730,10.31.4.123;,Windows 10 Enterprise,Intercept X Advanced,e019557,"Jun 1, 2023 9:28 AM",,On
Healthy,GJWS-1143,10.20.4.131;,Windows 10 Enterprise,Intercept X Advanced,e100708,"Jun 1, 2023 9:28 AM",,On
Healthy,GJWS-1401,10.33.37.60;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:28 AM",,On
Healthy,GJWS-1512,172.24.66.181;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:28 AM",,On
Healthy,GJWS-40,10.12.29.100;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:28 AM",,On
Healthy,GJDC01TVW007,192.168.39.105;,Windows 10 Enterprise,Intercept X Advanced,ad-e102547,"Jun 1, 2023 9:27 AM",,On
Healthy,GJLT-0810,10.59.5.102;,Windows 10 Enterprise,Intercept X Advanced,e020010,"Jun 1, 2023 9:27 AM",,On
Healthy,GJLT-1009,10.41.5.103;,Windows 10 Enterprise,Intercept X Advanced,e102917,"Jun 1, 2023 9:27 AM",,On
Healthy,GJLT-1079,10.54.4.111;,Windows 10 Enterprise,Intercept X Advanced,e100573,"Jun 1, 2023 9:27 AM",,On
Healthy,GJLT-1622,10.54.4.187;10.138.240.117;,Windows 10 Enterprise,Intercept X Advanced,e102735,"Jun 1, 2023 9:27 AM",,On
Healthy,GJLT-1651,10.54.4.150;10.54.5.110;,Windows 10 Enterprise,Intercept X Advanced,e103987,"Jun 1, 2023 9:27 AM",,On
Healthy,GJLT-1689,10.54.4.155;10.54.5.112;,Windows 10 Enterprise,Intercept X Advanced,e005616,"Jun 1, 2023 9:27 AM",,On
Healthy,GJWS-0381,10.17.4.176;,Windows 10 Enterprise,Intercept X Advanced,e103541,"Jun 1, 2023 9:27 AM",,On
Healthy,GJWS-0618,10.46.4.102;,Windows 10 Enterprise,Intercept X Advanced,e000436,"Jun 1, 2023 9:27 AM",,On
Healthy,GJWS-0735,10.65.4.182;,Windows 10 Enterprise,Intercept X Advanced,e103281,"Jun 1, 2023 9:27 AM",,On
Healthy,GJWS-0738,10.63.4.156;,Windows 10 Enterprise,Intercept X Advanced,e101492,"Jun 1, 2023 9:27 AM",,On
Healthy,GJWS-0747,10.49.4.183;,Windows 10 Enterprise,Intercept X Advanced,e021546,"Jun 1, 2023 9:27 AM",,On
Healthy,GJLT-1616,10.20.4.103;10.20.5.103;,Windows 10 Enterprise,Intercept X Advanced,e016425,"Jun 1, 2023 9:26 AM",,On
Healthy,GJPC-0110,10.61.4.173;,Windows 10 Enterprise,Intercept X Advanced,e020985,"Jun 1, 2023 9:26 AM",,On
Healthy,GJPC-0273,10.20.5.110;,Windows 10 Enterprise,Intercept X Advanced,e104187,"Jun 1, 2023 9:26 AM",,On
Healthy,GJPC-0369,10.64.5.190;,Windows 10 Enterprise,Intercept X Advanced,e100689,"Jun 1, 2023 9:26 AM",,On
Healthy,GJWS-0395,10.59.5.108;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:26 AM",,On
Healthy,GJWS-0585,10.69.4.104;,Windows 10 Enterprise,Intercept X Advanced,e102890,"Jun 1, 2023 9:26 AM",,On
Healthy,GJWS-0602,10.55.4.74;,Windows 10 Enterprise,Intercept X Advanced,e023218,"Jun 1, 2023 9:26 AM",,On
Healthy,GJWS-0707,10.61.4.174;,Windows 10 Enterprise,Intercept X Advanced,e018516,"Jun 1, 2023 9:26 AM",,On
Healthy,GJWS-1203,172.24.66.177;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:26 AM",,On
Healthy,GJDC01EWS-Marty,10.11.29.112;,Windows 10 Enterprise,Intercept X Advanced,e022722,"Jun 1, 2023 9:25 AM",,On
Healthy,GJLT-0631,10.54.5.117;172.17.0.1;,Windows 10 Enterprise,Intercept X Advanced,e101962,"Jun 1, 2023 9:25 AM",,On
Healthy,GJLT-1417,10.60.5.179;,Windows 10 Enterprise,Intercept X Advanced,e000971,"Jun 1, 2023 9:25 AM",,On
Healthy,GJPC-0418,10.16.4.176;10.16.5.103;,Windows 10 Enterprise,Intercept X Advanced,e102031,"Jun 1, 2023 9:25 AM",,On
Healthy,GJWS-0415,10.33.37.13;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:25 AM",,On
Healthy,GJWS-0987,10.36.4.187;,Windows 10 Enterprise,Intercept X Advanced,e103568,"Jun 1, 2023 9:25 AM",,On
Healthy,GJWS-1083,10.55.4.56;,Windows 10 Enterprise,Intercept X Advanced,e022990,"Jun 1, 2023 9:25 AM",,On
Healthy,GJWS-1094,10.55.4.158;,Windows 10 Enterprise,Intercept X Advanced,e023642,"Jun 1, 2023 9:25 AM",,On
Healthy,GJWS-1122,10.20.4.113;,Windows 10 Enterprise,Intercept X Advanced,e100575,"Jun 1, 2023 9:25 AM",,On
Healthy,GJWS-1123,10.20.4.143;,Windows 10 Enterprise,Intercept X Advanced,e104184,"Jun 1, 2023 9:25 AM",,On
Healthy,GJWS-1501,10.64.34.101;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:25 AM",,On
Healthy,GJWS-1505,10.64.34.177;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:25 AM",,On
Healthy,GJLT-0942,10.35.4.105;,Windows 10 Enterprise,Intercept X Advanced,e003613,"Jun 1, 2023 9:24 AM",,On
Healthy,GJLT-1524,10.54.4.118;,Windows 10 Enterprise,Intercept X Advanced,e102576,"Jun 1, 2023 9:24 AM",,On
Healthy,GJPC-0137,10.27.4.178;,Windows 10 Enterprise,Intercept X Advanced,e001409,"Jun 1, 2023 9:24 AM",,On
Healthy,GJPC-0143,10.55.5.112;,Windows 10 Enterprise,Intercept X Advanced,e102680,"Jun 1, 2023 9:24 AM",,On
Healthy,GJPC-0413,10.64.4.103;,Windows 10 Enterprise,Intercept X Advanced,e022651,"Jun 1, 2023 9:24 AM",,On
Healthy,GJPC-0417,10.55.4.55;10.55.5.182;,Windows 11 Enterprise,Intercept X Advanced,e023696,"Jun 1, 2023 9:24 AM",,On
Healthy,GJPC-0441,10.18.4.103;,Windows 10 Enterprise,Intercept X Advanced,e101769,"Jun 1, 2023 9:24 AM",,On
Healthy,GJPC-0459,10.49.4.103;,Windows 10 Enterprise,Intercept X Advanced,e021568,"Jun 1, 2023 9:24 AM",,On
Healthy,GJWS-0968,10.31.4.109;,Windows 10 Enterprise,Intercept X Advanced,e102791,"Jun 1, 2023 9:24 AM",,On
Healthy,GJWS-1008,10.41.4.177;,Windows 10 Enterprise,Intercept X Advanced,e103976,"Jun 1, 2023 9:24 AM",,On
Healthy,GJWS-1091,10.46.4.106;,Windows 10 Enterprise,Intercept X Advanced,e017068,"Jun 1, 2023 9:24 AM",,On
Healthy,GJWS-1204,172.24.66.191;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:24 AM",,On
Healthy,GJWS-1552,172.24.56.178;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:24 AM",,On
Healthy,GJWS-1591,10.27.5.175;,Windows 10 Enterprise,Intercept X Advanced,e008457,"Jun 1, 2023 9:24 AM",,On
Healthy,GJWS-1628,10.58.5.185;,Windows 10 Enterprise,Intercept X Advanced,e008536,"Jun 1, 2023 9:24 AM",,On
Healthy,GJLT-0787,10.63.4.104;10.63.5.100;,Windows 10 Enterprise,Intercept X Advanced,e020877,"Jun 1, 2023 9:23 AM",,On
Healthy,GJLT-1429,10.27.4.104;,Windows 10 Enterprise,Intercept X Advanced,e003130,"Jun 1, 2023 9:23 AM",,On
Healthy,GJWS-0385,10.64.5.132;,Windows 10 Enterprise,Intercept X Advanced,e101591,"Jun 1, 2023 9:23 AM",,On
Healthy,GJWS-1577,172.18.248.125;172.18.248.123;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:23 AM",,On
Healthy,GJWS-4049,10.65.4.105;,Windows 10 Enterprise,Intercept X Advanced,e100924,"Jun 1, 2023 9:23 AM",,On
Healthy,GJLT-1537,10.41.5.178;,Windows 10 Enterprise,Intercept X Advanced,e009168,"Jun 1, 2023 9:22 AM",,On
Healthy,GJPC-0048,10.54.5.115;,Windows 10 Enterprise,Intercept X Advanced,c900283,"Jun 1, 2023 9:22 AM",,On
Healthy,GJPC-0084,10.64.5.142;,Windows 10 Enterprise,Intercept X Advanced,e021197,"Jun 1, 2023 9:22 AM",,On
Healthy,GJWS-0397,10.54.4.165;,Windows 10 Enterprise,Intercept X Advanced,e019134,"Jun 1, 2023 9:22 AM",,On
Healthy,GJWS-0712,10.58.4.115;,Windows 10 Enterprise,Intercept X Advanced,e006964,"Jun 1, 2023 9:22 AM",,On
Healthy,GJWS-0731,10.33.37.37;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:22 AM",,On
Healthy,GJWS-0737,10.64.4.133;,Windows 10 Enterprise,Intercept X Advanced,e103515,"Jun 1, 2023 9:22 AM",,On
Healthy,GJWS-0752,10.69.4.154;,Windows 10 Enterprise,Intercept X Advanced,e022034,"Jun 1, 2023 9:22 AM",,On
Healthy,GJWS-0879,10.29.4.178;,Windows 10 Enterprise,Intercept X Advanced,e018793,"Jun 1, 2023 9:22 AM",,On
Healthy,GJWS-1012,10.43.4.101;,Windows 10 Enterprise,Intercept X Advanced,e103471,"Jun 1, 2023 9:22 AM",,On
Healthy,GJWS-1146,10.23.4.180;,Windows 10 Enterprise,Intercept X Advanced,e104119,"Jun 1, 2023 9:22 AM",,On
Healthy,GJWS-1507,172.24.66.179;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:22 AM",,On
Healthy,GJLT-0619,10.31.4.101;,Windows 10 Enterprise,Intercept X Advanced,e102470,"Jun 1, 2023 9:21 AM",,On
Healthy,GJLT-0717,10.55.4.61;10.55.5.114;,Windows 10 Enterprise,Intercept X Advanced,e006698,"Jun 1, 2023 9:21 AM",,On
Healthy,GJLT-2000,192.168.11.31;10.24.108.22;10.243.8.83;,Windows 11 Enterprise,Intercept X Advanced,e102472,"Jun 1, 2023 9:21 AM",,On
Healthy,GJWS-1147,10.23.4.179;,Windows 10 Enterprise,Intercept X Advanced,e006777,"Jun 1, 2023 9:21 AM",,On
Healthy,GJWS-1676,10.51.5.108;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:21 AM",,On
Healthy,GJWS-1688,10.51.5.110;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:21 AM",,On
Healthy,GJPC-0275,10.20.5.109;,Windows 10 Enterprise,Intercept X Advanced,e104184,"Jun 1, 2023 9:20 AM",,On
Healthy,GJWS-0733,10.59.5.104;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:20 AM",,On
Healthy,GJWS-0734,10.63.4.109;,Windows 10 Enterprise,Intercept X Advanced,e101032,"Jun 1, 2023 9:20 AM",,On
Healthy,GJWS-0986,10.36.4.184;,Windows 10 Enterprise,Intercept X Advanced,e103166,"Jun 1, 2023 9:20 AM",,On
Healthy,GJWS-1093,10.46.4.177;,Windows 10 Enterprise,Intercept X Advanced,e003884,"Jun 1, 2023 9:20 AM",,On
Healthy,GJWS-1180,10.35.4.184;,Windows 10 Enterprise,Intercept X Advanced,e102536,"Jun 1, 2023 9:20 AM",,On
Healthy,GJWS-1569,10.33.37.20;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:20 AM",,On
Healthy,GJWS-1668,192.168.47.177;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:20 AM",,On
Healthy,GJWS-0387,10.54.4.193;,Windows 10 Enterprise,Intercept X Advanced,e104145,"Jun 1, 2023 9:19 AM",,On
Healthy,GJWS-0837,10.27.4.109;,Windows 10 Enterprise,Intercept X Advanced,e102154,"Jun 1, 2023 9:19 AM",,On
Healthy,GJWS-1500,172.24.66.190;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:19 AM",,On
Healthy,P617GJA79,192.168.39.78;,Windows 7 Enterprise Service Pack 1,Intercept X Advanced,diaz,"Jun 1, 2023 9:19 AM",,On
Healthy,GJLT-1600,10.33.4.103;10.33.5.104;,Windows 10 Enterprise,Intercept X Advanced,e101793,"Jun 1, 2023 9:18 AM",,On
Healthy,GJWS-1020,10.43.4.174;,Windows 10 Enterprise,Intercept X Advanced,e103416,"Jun 1, 2023 9:18 AM",,On
Healthy,GJWS-1071,10.25.4.110;,Windows 10 Enterprise,Intercept X Advanced,e023134,"Jun 1, 2023 9:18 AM",,On
Healthy,GJWS-1115,10.37.4.101;,Windows 10 Enterprise,Intercept X Advanced,c900012,"Jun 1, 2023 9:18 AM",,On
Healthy,GJLT-0333,10.54.4.199;,Windows 10 Enterprise,Intercept X Advanced,e009698,"Jun 1, 2023 9:17 AM",,On
Healthy,GJLT-0772,10.64.5.100;,Windows 10 Enterprise,Intercept X Advanced,e001070,"Jun 1, 2023 9:17 AM",,On
Healthy,GJLT-0807,10.67.4.102;,Windows 10 Enterprise,Intercept X Advanced,e101714,"Jun 1, 2023 9:17 AM",,On
Healthy,GJLT-1410,10.49.5.100;,Windows 10 Enterprise,Intercept X Advanced,e102482,"Jun 1, 2023 9:17 AM",,On
Healthy,GJLT-1596,10.68.4.176;10.68.5.100;192.168.114.1;192.168.146.1;,Windows 10 Enterprise,Intercept X Advanced,e009789,"Jun 1, 2023 9:17 AM",,On
Healthy,GJWS-0496,10.64.4.109;,Windows 10 Enterprise,Intercept X Advanced,e101659,"Jun 1, 2023 9:17 AM",,On
Healthy,GJWS-0867,172.24.66.88;192.168.40.1;192.168.80.1;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:17 AM",,On
Healthy,GJWS-1077,10.35.4.110;,Windows 10 Enterprise,Intercept X Advanced,e017563,"Jun 1, 2023 9:17 AM",,On
Healthy,GJWS-1553,172.24.36.65;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:17 AM",,On
Healthy,GJWS-1565,10.33.37.30;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:17 AM",,On
Healthy,GJWS-4009,10.55.4.144;,Windows 10 Enterprise,Intercept X Advanced,c900177,"Jun 1, 2023 9:17 AM",,On
Healthy,p617gjea,192.168.7.100;,Windows 7 Enterprise Service Pack 1,Intercept X Advanced,gjamespc,"Jun 1, 2023 9:17 AM",,On
Healthy,GJLT-1189,10.19.4.181;,Windows 10 Enterprise,Intercept X Advanced,e101397,"Jun 1, 2023 9:16 AM",,On
Healthy,GJLT-1587,10.58.4.108;10.58.5.173;,Windows 10 Enterprise,Intercept X Advanced,e101096,"Jun 1, 2023 9:16 AM",,On
Healthy,GJPC-0175,10.49.4.101;10.49.5.103;,Windows 10 Enterprise,Intercept X Advanced,e102395,"Jun 1, 2023 9:16 AM",,On
Healthy,GJWS-0834,10.27.4.179;,Windows 10 Enterprise,Intercept X Advanced,e003174,"Jun 1, 2023 9:16 AM",,On
Healthy,GJLT-0973,10.31.5.100;,Windows 10 Enterprise,Intercept X Advanced,e100237,"Jun 1, 2023 9:15 AM",,On
Healthy,GJLT-1220,10.31.5.101;,Windows 10 Enterprise,Intercept X Advanced,e017988,"Jun 1, 2023 9:15 AM",,On
Healthy,GJLT-1407,10.156.90.122;,Windows 10 Enterprise,Intercept X Advanced,e004749,"Jun 1, 2023 9:15 AM",,On
Healthy,GJPC-0126,10.55.4.165;,Windows 10 Enterprise,Intercept X Advanced,e022282,"Jun 1, 2023 9:15 AM",,On
Healthy,GJWS-0546,10.51.4.176;,Windows 10 Enterprise,Intercept X Advanced,e001746,"Jun 1, 2023 9:15 AM",,On
Healthy,GJWS-0579,10.55.4.98;,Windows 10 Enterprise,Intercept X Advanced,e008133,"Jun 1, 2023 9:15 AM",,On
Healthy,GJWS-0746,10.49.4.184;,Windows 10 Enterprise,Intercept X Advanced,e101545,"Jun 1, 2023 9:15 AM",,On
Healthy,GJWS-0818,10.30.4.177;,Windows 10 Enterprise,Intercept X Advanced,e000281,"Jun 1, 2023 9:15 AM",,On
Healthy,GJWS-1556,10.33.37.33;,Windows 10 Enterprise,Intercept X Advanced,operator,"Jun 1, 2023 9:15 AM",,On
Healthy,GJWS-1566,10.33.37.34;,Windows 10 Enterprise,Intercept X Advanced,operator,"Jun 1, 2023 9:15 AM",,On
Healthy,GJWS-1675,10.68.5.170;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:15 AM",,On
Healthy,GJDC01EWS-Wayne,10.11.29.105;,Windows 10 Enterprise,Intercept X Advanced,e008357,"Jun 1, 2023 9:14 AM",,On
Healthy,GJLT-0769,10.16.4.175;10.16.5.175;,Windows 10 Enterprise,Intercept X Advanced,e102647,"Jun 1, 2023 9:14 AM",,On
Healthy,GJWS-0754,10.65.4.176;,Windows 10 Enterprise,Intercept X Advanced,e018998,"Jun 1, 2023 9:14 AM",,On
Healthy,GJWS-0825,10.23.4.178;,Windows 10 Enterprise,Intercept X Advanced,e007888,"Jun 1, 2023 9:14 AM",,On
Healthy,GJWS-4024,172.24.66.197;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:14 AM",,On
Healthy,GJLT-0351,10.54.4.172;,Windows 10 Enterprise,Intercept X Advanced,e103305,"Jun 1, 2023 9:13 AM",,On
Healthy,GJLT-0829,10.35.5.106;,Windows 10 Enterprise,Intercept X Advanced,e000912,"Jun 1, 2023 9:13 AM",,On
Healthy,GJLT-0997,10.36.4.105;10.36.5.177;,Windows 10 Enterprise,Intercept X Advanced,e102382,"Jun 1, 2023 9:13 AM",,On
Healthy,GJLT-1423,10.35.5.176;,Windows 10 Enterprise,Intercept X Advanced,e100636,"Jun 1, 2023 9:13 AM",,On
Healthy,GJWS-0565,10.27.4.110;,Windows 10 Enterprise,Intercept X Advanced,e019004,"Jun 1, 2023 9:13 AM",,On
Healthy,GJWS-1575,172.18.248.132;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 1, 2023 9:13 AM",,On
Healthy,GJDC00PV003,192.168.7.12;,Windows 7 Enterprise Service Pack 1,Intercept X Advanced,svc_presezzi,"Jun 1, 2023 9:12 AM",,On
Healthy,GJLT-0318,10.54.4.173;10.54.5.129;,Windows 10 Enterprise,Intercept X Advanced,e003841,"Jun 1, 2023 9:12 AM",,On
