,,,,,,,,,,,,,,,
Customer account,Name,Creation date,Tax Invoice,Tax invoice date,Customer PO,Purchase order date,Delivery address,Item number,Product name,Quantity,Sales price,Net amount,GST,Gross amount,Serial number
CUS18253,G JAMES AUSTRALIA PTY LTD,18/08/2022,INESA296428,19/08/2022,1523508,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,18/08/2022,INESA296465,19/08/2022,1523504,18/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",512C7PA,ZBOOK FURY 15 G8 I7-11850H VPRO 32GB DDR4-3200 512GB NVME-SS,1.00,"3,533.98","3,533.98",353.40,"3,887.38",CND22902HB
CUS18253,G JAMES AUSTRALIA PTY LTD,18/08/2022,INESA296465,19/08/2022,1523504,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,18/08/2022,INESA299280,6/10/2022,1523504,18/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",2UK38AA,HP Thunderbolt Dock 230W G2,1.00,310.52,310.52,31.05,341.57,5CG236X372
CUS18253,G JAMES AUSTRALIA PTY LTD,18/08/2022,INESA296716,22/08/2022,1523554,18/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,1.00,"1,715.21","1,715.21",171.52,"1,886.73",5CG2207L88
CUS18253,G JAMES AUSTRALIA PTY LTD,18/08/2022,INESA296716,22/08/2022,1523554,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,18/08/2022,INESA296715,22/08/2022,1523590,18/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,1.00,"1,715.21","1,715.21",171.52,"1,886.73",5CG2207LDJ
CUS18253,G JAMES AUSTRALIA PTY LTD,18/08/2022,INESA296715,22/08/2022,1523590,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,18/08/2022,INESA296469,19/08/2022,1524003,20/04/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",3F9X4PA,ELITEBOOK X360 1040 G8 I5-1145G7 VPRO 8GB DDR4 256GB PCIE-NV,1.00,"2,249.19","2,249.19",224.92,"2,474.11",CND14517F6
CUS18253,G JAMES AUSTRALIA PTY LTD,18/08/2022,INESA296469,19/08/2022,1524003,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,18/08/2022,INESA298099,16/09/2022,1523793,18/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",702009625,"Havana-Lightweight case with D3O®-protected top, bottom and",100.00,27.80,"2,780.00",278.00,"3,058.00",
CUS18253,G JAMES AUSTRALIA PTY LTD,18/08/2022,INESA298099,16/09/2022,1523793,18/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",200109634,InvisibleShield Screen Protector for iPhone SE/SE2/8/7/6,100.00,30.30,"3,030.00",303.00,"3,333.00",
CUS18253,G JAMES AUSTRALIA PTY LTD,18/08/2022,INESA298099,16/09/2022,1523793,18/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,25.00,25.00,2.50,27.50,
CUS18253,G JAMES AUSTRALIA PTY LTD,22/08/2022,INESA299302,6/10/2022,1524628,22/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9N7PA,ELITEBOOK X360 1040 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14,1.00,"2,529.67","2,529.67",252.97,"2,782.64",5CG2370WJN
CUS18253,G JAMES AUSTRALIA PTY LTD,22/08/2022,INESA299302,6/10/2022,1524628,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,30/08/2022,INESA297149,30/08/2022,1527463,30/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6599-823-399,Jabra EVOLVE 65 INCL. CHARGING STAND MS - BINAURAL,1.00,233.06,233.06,23.31,256.37,MS1369969
CUS18253,G JAMES AUSTRALIA PTY LTD,30/08/2022,INESA297149,30/08/2022,1527463,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,30/08/2022,INESA297148,30/08/2022,1526310,30/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6599-823-399,Jabra EVOLVE 65 INCL. CHARGING STAND MS - BINAURAL,2.00,233.06,466.12,46.61,512.73,"MS1369967, MS1369968"
CUS18253,G JAMES AUSTRALIA PTY LTD,30/08/2022,INESA297148,30/08/2022,1526310,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,30/08/2022,INESA297247,31/08/2022,1526314,30/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,1.00,"1,715.21","1,715.21",171.52,"1,886.73",5CG2207LCX
CUS18253,G JAMES AUSTRALIA PTY LTD,30/08/2022,INESA297247,31/08/2022,1526314,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,5/09/2022,INESA297542,6/09/2022,1529498,5/09/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,1.00,"1,715.21","1,715.21",171.52,"1,886.73",5CG2207LD3
CUS18253,G JAMES AUSTRALIA PTY LTD,5/09/2022,INESA297542,6/09/2022,1529498,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,5/09/2022,INESA297467,5/09/2022,1528507,5/09/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6599-823-399,Jabra EVOLVE 65 INCL. CHARGING STAND MS - BINAURAL,1.00,233.06,233.06,23.31,256.37,MS1370272
CUS18253,G JAMES AUSTRALIA PTY LTD,5/09/2022,INESA297467,5/09/2022,1528507,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,8/09/2022,INESA298296,19/09/2022,1531426,8/09/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",Netgear NightHawk MR battery,Netgear NightHawk MR1100 Mobile Broadband Wireless Router Re,1.00,27.80,27.80,2.78,30.58,
CUS18253,G JAMES AUSTRALIA PTY LTD,8/09/2022,INESA298296,19/09/2022,1531426,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,10.00,10.00,1.00,11.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,12/09/2022,INESA298044,14/09/2022,1531334,12/09/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9H9PA,ELITEBOOK 860 G9 I7-1255U 16GB DDR5 256GB PCIE NVME 16 INCH,1.00,"2,375.56","2,375.56",237.56,"2,613.12",5CG2261DBW
CUS18253,G JAMES AUSTRALIA PTY LTD,12/09/2022,INESA298044,14/09/2022,1531334,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,12/09/2022,INESA297906,12/09/2022,1532030,12/09/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6599-823-399,Jabra EVOLVE 65 INCL. CHARGING STAND MS - BINAURAL,1.00,233.06,233.06,23.31,256.37,MS1370608
CUS18253,G JAMES AUSTRALIA PTY LTD,12/09/2022,INESA297906,12/09/2022,1532030,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,19/09/2022,INESA299026,4/10/2022,1533142,19/09/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,2.00,"1,715.21","3,430.42",343.04,"3,773.46","5CG2207K4Z, 5CG2207LDZ"
CUS18253,G JAMES AUSTRALIA PTY LTD,19/09/2022,INESA299026,4/10/2022,1533142,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,20/09/2022,INESA298541,21/09/2022,1534885,20/09/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6599-823-399,Jabra EVOLVE 65 INCL. CHARGING STAND MS - BINAURAL,1.00,233.06,233.06,23.31,256.37,MS1370935
CUS18253,G JAMES AUSTRALIA PTY LTD,20/09/2022,INESA298541,21/09/2022,1534885,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,20/09/2022,INESA298542,21/09/2022,1534902,20/09/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6599-823-399,Jabra EVOLVE 65 INCL. CHARGING STAND MS - BINAURAL,1.00,233.06,233.06,23.31,256.37,MS1370934
CUS18253,G JAMES AUSTRALIA PTY LTD,20/09/2022,INESA298542,21/09/2022,1534902,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,20/09/2022,INESA298565,21/09/2022,1535814,20/09/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",HDMI-15-MM-V4,ALOGIC 15m PRO SERIES COMMERCIAL High speed HDMI cable with,1.00,42.75,42.75,4.28,47.03,
CUS18253,G JAMES AUSTRALIA PTY LTD,20/09/2022,INESA298566,21/09/2022,1535814,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,10.00,10.00,1.00,11.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,20/09/2022,INESA298608,21/09/2022,1536414,20/09/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",P3Q-00016,MICROSOFT WIRELESS DISPLAY ADAPTER V2,1.00,69.91,69.91,6.99,76.90,MS1370984
CUS18253,G JAMES AUSTRALIA PTY LTD,20/09/2022,INESA298608,21/09/2022,1536414,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,26/09/2022,INESA298877,28/09/2022,1537619,26/09/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",671R3AA,HP USB-C 65W Laptop Charger,10.00,62.00,620.00,62.00,682.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,26/09/2022,INESA298877,28/09/2022,1537619,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,26/09/2022,INESA298879,28/09/2022,1537464,26/09/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",P3Q-00016,MICROSOFT WIRELESS DISPLAY ADAPTER V2,1.00,69.91,69.91,6.99,76.90,MS1371282
CUS18253,G JAMES AUSTRALIA PTY LTD,26/09/2022,INESA298879,28/09/2022,1537464,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,26/09/2022,INESA298868,28/09/2022,1536950,26/09/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",EL2DPDVI-01,ALOGIC DisplayPort to DVI Cable – Elements Series – Male to,20.00,12.00,240.00,24.00,264.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,26/09/2022,INESA298868,28/09/2022,1536950,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,30/09/2022,INESA299221,6/10/2022,1539451,30/09/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,1.00,"1,715.21","1,715.21",171.52,"1,886.73",5CG2207LD9
CUS18253,G JAMES AUSTRALIA PTY LTD,30/09/2022,INESA299221,6/10/2022,1539451,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,30/09/2022,INESA299220,6/10/2022,1540298,30/09/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,1.00,"1,715.21","1,715.21",171.52,"1,886.73",5CG2207LDL
CUS18253,G JAMES AUSTRALIA PTY LTD,30/09/2022,INESA299220,6/10/2022,1540298,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,13/10/2022,INESA300582,31/10/2022,1544287,13/10/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",MLXY3X/A,MacBook Air 13.6in - Silver - M2 (8-core CPU / 8-core GPU) -,1.00,"1,726.67","1,726.67",172.67,"1,899.34",SR0YGQ5HCXD
CUS18253,G JAMES AUSTRALIA PTY LTD,13/10/2022,INESA300582,31/10/2022,1544287,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,13/10/2022,INESA299643,14/10/2022,1544288,13/10/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",486U8PA,ELITE X2 G8 I5-1135G7 8GB DDR4 256GB PCIE-NVME SSD 13 INCH T,1.00,"1,998.89","1,998.89",199.89,"2,198.78",CND1379ZJS
CUS18253,G JAMES AUSTRALIA PTY LTD,13/10/2022,INESA299643,14/10/2022,1544288,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,18/10/2022,INESA300455,27/10/2022,1545423,18/10/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6C6G0PA,ELITEDESK 800 G9 SMALL FORM FACTOR I5-12500 VPRO 8GB (DDR5-4,1.00,"1,192.02","1,192.02",119.20,"1,311.22",4CE231B77G
CUS18253,G JAMES AUSTRALIA PTY LTD,18/10/2022,INESA300455,27/10/2022,1545423,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,28/10/2022,INESA300722,2/11/2022,1550214,28/10/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",580U3P3,Targus Rugged Case for Elitex2 G4 and G8,2.00,69.00,138.00,13.80,151.80,
CUS18253,G JAMES AUSTRALIA PTY LTD,28/10/2022,INESA300722,2/11/2022,1550214,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,28/10/2022,INESA301069,9/11/2022,1550245,28/10/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",T3H-00014,LifeCam HD-3000 Win USB Port Hdwr,2.00,41.85,83.70,8.37,92.07,
CUS18253,G JAMES AUSTRALIA PTY LTD,28/10/2022,INESA301069,9/11/2022,1550245,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,31/10/2022,INESA300736,2/11/2022,1551717,31/10/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6599-823-399,Jabra EVOLVE 65 INCL. CHARGING STAND MS - BINAURAL,1.00,233.06,233.06,23.31,256.37,00279681888
CUS18253,G JAMES AUSTRALIA PTY LTD,31/10/2022,INESA300736,2/11/2022,1551717,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,2/11/2022,INESA301068,9/11/2022,1552997,2/11/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",LF24T450FQEXXY,"SAMSUNG 24"" (16:9) IPS LED, 1920x1080, 4MS, DP, HDMI(2), H/A",20.00,305.55,"6,111.00",611.10,"6,722.10","CXSAH4LT300006, CXSAH4LT300009, CXSAH4LT300013, CXSAH4LT300014, CXSAH4LT300016, CXSAH4LT300018, CXSAH4LT300039, CXSAH4LT300061, CXSAH4LT300065, CXSAH4LT300066, CXSAH4LT300093, CXSAH4LT300443, CXSAH4LT300497, CXSAH4LT300509, CXSAH4LT300517, CXSAH4LT300521, CXSAH4LT300536, CXSAH4LT300542, CXSAH4LT300546, CXSAH4LT300636"
CUS18253,G JAMES AUSTRALIA PTY LTD,2/11/2022,INESA301068,9/11/2022,1552997,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,2/11/2022,INESA301064,9/11/2022,1552996,2/11/2022,636 Southport Nerang RoadASHMORE QLD 4214AUS,LF24T450FQEXXY,"SAMSUNG 24"" (16:9) IPS LED, 1920x1080, 4MS, DP, HDMI(2), H/A",10.00,305.55,"3,055.50",305.55,"3,361.05","CXSAH4LT300526, CXSAH4LT300531, CXSAH4LT300534, CXSAH4LT300535, CXSAH4LT300537, CXSAH4LT300538, CXSAH4LT300539, CXSAH4LT300543, CXSAH4LT300544, CXSAH4LT300549"
CUS18253,G JAMES AUSTRALIA PTY LTD,2/11/2022,INESA301066,9/11/2022,1552996,,636 Southport Nerang RoadASHMORE QLD 4214AUS,FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,2/11/2022,INESA300911,7/11/2022,1552944,2/11/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",BNDTA8,"Compulocks Rugged Edge Band For Galaxy Tab A8 10.8"" - Silico",1.00,75.00,75.00,7.50,82.50,
CUS18253,G JAMES AUSTRALIA PTY LTD,2/11/2022,INESA300911,7/11/2022,1552944,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,2/11/2022,INESA301065,9/11/2022,1552739,2/11/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,1.00,"1,715.21","1,715.21",171.52,"1,886.73",5CG22131PY
CUS18253,G JAMES AUSTRALIA PTY LTD,2/11/2022,INESA301065,9/11/2022,1552739,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,7/11/2022,INESA301156,9/11/2022,1553539,7/11/2022,636 Southport Nerang RoadASHMORE QLD 4214AUS,EL2DPHD-01,ALOGIC DisplayPort to HDMI Cable - Male to Male - 1m,10.00,18.15,181.50,18.15,199.65,
CUS18253,G JAMES AUSTRALIA PTY LTD,7/11/2022,INESA301156,9/11/2022,1553539,,636 Southport Nerang RoadASHMORE QLD 4214AUS,FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,7/11/2022,INESA301459,15/11/2022,1553539,7/11/2022,636 Southport Nerang RoadASHMORE QLD 4214AUS,EL2DPHD-01,ALOGIC DisplayPort to HDMI Cable - Male to Male - 1m,75.00,18.15,"1,361.25",136.13,"1,497.38",
CUS18253,G JAMES AUSTRALIA PTY LTD,7/11/2022,INESA301459,15/11/2022,1553539,,636 Southport Nerang RoadASHMORE QLD 4214AUS,FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,7/11/2022,INESA301099,9/11/2022,1553957,7/11/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",LF24T450FQEXXY,"SAMSUNG 24"" (16:9) IPS LED, 1920x1080, 4MS, DP, HDMI(2), H/A",7.00,305.55,"2,138.85",213.88,"2,352.73","CXSAH4LT300519, CXSAH4LT300528, CXSAH4LT300532, CXSAH4LT300551, CXSAH4LT301154, CXSAH4LT301155, CXSAH4LT301157"
CUS18253,G JAMES AUSTRALIA PTY LTD,7/11/2022,INESA301099,9/11/2022,1553957,7/11/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9N7PA,ELITEBOOK X360 1040 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14,1.00,"2,529.67","2,529.67",252.97,"2,782.64",5CG2370WJM
CUS18253,G JAMES AUSTRALIA PTY LTD,7/11/2022,INESA301099,9/11/2022,1553957,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,8/11/2022,INESA301098,9/11/2022,1554520,8/11/2022,65 Pendlebury RdCARDIFF NSW 2285AUS,6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,1.00,"1,715.21","1,715.21",171.52,"1,886.73",5CG2245CVP
CUS18253,G JAMES AUSTRALIA PTY LTD,8/11/2022,INESA301098,9/11/2022,1554520,8/11/2022,65 Pendlebury RdCARDIFF NSW 2285AUS,LF24T450FQEXXY,"SAMSUNG 24"" (16:9) IPS LED, 1920x1080, 4MS, DP, HDMI(2), H/A",2.00,305.55,611.10,61.11,672.21,"CXSAH4LT300036, CXSAH4LT300063"
CUS18253,G JAMES AUSTRALIA PTY LTD,8/11/2022,INESA301098,9/11/2022,1554520,,65 Pendlebury RdCARDIFF NSW 2285AUS,FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,10/11/2022,INESA301301,11/11/2022,1555507,10/11/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6599-823-399,Jabra EVOLVE 65 INCL. CHARGING STAND MS - BINAURAL,1.00,233.06,233.06,23.31,256.37,MS1373675
CUS18253,G JAMES AUSTRALIA PTY LTD,10/11/2022,INESA301301,11/11/2022,1555507,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,10/11/2022,INESA301746,17/11/2022,1555335,10/11/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",9VF99AA,HP E24 G4 FHD Monitor,2.00,285.00,570.00,57.00,627.00,"CN42255MKF, CN42255MMT"
CUS18253,G JAMES AUSTRALIA PTY LTD,10/11/2022,INESA301746,17/11/2022,1555335,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,14/11/2022,INESA301461,15/11/2022,1556463,14/11/2022,263 Edinburgh RoadEDINBURGH SA 5111AUS,EL2DPHD-01,ALOGIC DisplayPort to HDMI Cable - Male to Male - 1m,2.00,18.15,36.30,3.63,39.93,
CUS18253,G JAMES AUSTRALIA PTY LTD,14/11/2022,INESA301461,15/11/2022,1556463,,263 Edinburgh RoadEDINBURGH SA 5111AUS,FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,14/11/2022,INESA301563,16/11/2022,1556463,14/11/2022,263 Edinburgh RoadEDINBURGH SA 5111AUS,6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,1.00,"1,715.21","1,715.21",171.52,"1,886.73",5464531
CUS18253,G JAMES AUSTRALIA PTY LTD,14/11/2022,INESA301564,16/11/2022,1556463,14/11/2022,263 Edinburgh RoadEDINBURGH SA 5111AUS,LF24T450FQEXXY,"SAMSUNG 24"" (16:9) IPS LED, 1920x1080, 4MS, DP, HDMI(2), H/A",2.00,305.55,611.10,61.11,672.21,"87974351, 87974352"
CUS18253,G JAMES AUSTRALIA PTY LTD,17/11/2022,INESA302056,21/11/2022,1557859,17/11/2022,319 Taylor StreetWILSONTON QLD 4350AUS,6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,1.00,"1,715.21","1,715.21",171.52,"1,886.73",6575611
CUS18253,G JAMES AUSTRALIA PTY LTD,17/11/2022,INESA302056,21/11/2022,1557859,,319 Taylor StreetWILSONTON QLD 4350AUS,FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,17/11/2022,INESA302057,21/11/2022,1557855,17/11/2022,25 Habib DriveLISMORE NSW 2480AUS,6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,2.00,"1,715.21","3,430.42",343.04,"3,773.46","5CG2245FWZ, 5CG2245GQH"
CUS18253,G JAMES AUSTRALIA PTY LTD,17/11/2022,INESA302057,21/11/2022,1557855,,25 Habib DriveLISMORE NSW 2480AUS,FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,17/11/2022,INESA302216,22/11/2022,1557842,17/11/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,1.00,"1,715.21","1,715.21",171.52,"1,886.73",5CG2245FWY
CUS18253,G JAMES AUSTRALIA PTY LTD,17/11/2022,INESA302216,22/11/2022,1557842,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
